requirement_id,source_document,source_document_sha256,source_line,clause_index,source_clause_sha256,original_norm,normative_signal,section,section_heading,verifiable_expectation,runtime_entry,code_locations,config_or_schema_locations,regression_test_locations,dynamic_evidence,paper_location,status,blocking_type,repair_or_boundary
ZR-L0055-C01,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,55,1,a588725526fe3c8ded4821df3d05ecace4c73f51759d50bf886c6cbf3efe0e17,[OMITTED_FROM_PUBLIC_REPOSITORY],HEADING_INCLUDED_FOR_COMPLETENESS,0,[OMITTED_FROM_PUBLIC_REPOSITORY],"Claims remain within the registered relative, non-causal evidence boundary.",assemble-claims,formal_v2/formal_claims.py:64,artifacts/v2_0_claim_evidence_contract.json:62,formal_v2/tests/test_formal_v2.py:1026,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0057-C01,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,57,1,de227979a33d236e24affa422ecaf26dbf0ccb8b3c0803068e3d140df96ebed4,[OMITTED_FROM_PUBLIC_REPOSITORY],TERM:条件,0,[OMITTED_FROM_PUBLIC_REPOSITORY],"Claims remain within the registered relative, non-causal evidence boundary.",assemble-claims,formal_v2/formal_claims.py:64,artifacts/v2_0_claim_evidence_contract.json:62,formal_v2/tests/test_formal_v2.py:1026,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0057-C02,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,57,2,6153a0832c26cca96982fdf1eb6840e1e0fb437d8f959eb54968d45f1db81e6f,[OMITTED_FROM_PUBLIC_REPOSITORY],CONTEXT_INCLUDED_FOR_COMPLETENESS,0,[OMITTED_FROM_PUBLIC_REPOSITORY],"Claims remain within the registered relative, non-causal evidence boundary.",assemble-claims,formal_v2/formal_claims.py:64,artifacts/v2_0_claim_evidence_contract.json:62,formal_v2/tests/test_formal_v2.py:1026,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0057-C03,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,57,3,5d4ee2fe7fa8021f88020aac5aafc6d655fb68fa4726cb8eab666b112aa457da,[OMITTED_FROM_PUBLIC_REPOSITORY],CONTEXT_INCLUDED_FOR_COMPLETENESS,0,[OMITTED_FROM_PUBLIC_REPOSITORY],"Claims remain within the registered relative, non-causal evidence boundary.",assemble-claims,formal_v2/formal_claims.py:64,artifacts/v2_0_claim_evidence_contract.json:62,formal_v2/tests/test_formal_v2.py:1026,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0059-C01,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,59,1,9e5e435e40a317c075db2e45db83a5d9f8db1fca8473f1c6e9cc1339adca9d3e,[OMITTED_FROM_PUBLIC_REPOSITORY],CONTEXT_INCLUDED_FOR_COMPLETENESS,0,[OMITTED_FROM_PUBLIC_REPOSITORY],"Claims remain within the registered relative, non-causal evidence boundary.",assemble-claims,formal_v2/formal_claims.py:64,artifacts/v2_0_claim_evidence_contract.json:62,formal_v2/tests/test_formal_v2.py:1026,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0061-C01,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,61,1,48b42602192924a478af4a29200e72dd8094e6e94a254ea0279fe4321b0e865c,[OMITTED_FROM_PUBLIC_REPOSITORY],CONTEXT_INCLUDED_FOR_COMPLETENESS,0,[OMITTED_FROM_PUBLIC_REPOSITORY],"Claims remain within the registered relative, non-causal evidence boundary.",assemble-claims,formal_v2/formal_claims.py:64,artifacts/v2_0_claim_evidence_contract.json:62,formal_v2/tests/test_formal_v2.py:1026,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0063-C01,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,63,1,3883496d44d21bd9efb834f427c424aa7e85f251282d7d491bb5326ae3c3b0f1,[OMITTED_FROM_PUBLIC_REPOSITORY],HEADING_INCLUDED_FOR_COMPLETENESS,0,[OMITTED_FROM_PUBLIC_REPOSITORY],"Claims remain within the registered relative, non-causal evidence boundary.",assemble-claims,formal_v2/formal_claims.py:64,artifacts/v2_0_claim_evidence_contract.json:62,formal_v2/tests/test_formal_v2.py:1026,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0066-C01,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,66,1,884df17b986702b34bd27350274444cfae4564d60b7f216072eb6c3a6f871066,[OMITTED_FROM_PUBLIC_REPOSITORY],CONTEXT_INCLUDED_FOR_COMPLETENESS,0,[OMITTED_FROM_PUBLIC_REPOSITORY],"Claims remain within the registered relative, non-causal evidence boundary.",assemble-claims,formal_v2/formal_claims.py:64,artifacts/v2_0_claim_evidence_contract.json:62,formal_v2/tests/test_formal_v2.py:1026,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0067-C01,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,67,1,ed9f2c91fce5342ebb1c245bbf5bf63e5e94d98d27850513c867370f513d98ab,[OMITTED_FROM_PUBLIC_REPOSITORY],CONTEXT_INCLUDED_FOR_COMPLETENESS,0,[OMITTED_FROM_PUBLIC_REPOSITORY],"Claims remain within the registered relative, non-causal evidence boundary.",assemble-claims,formal_v2/formal_claims.py:64,artifacts/v2_0_claim_evidence_contract.json:62,formal_v2/tests/test_formal_v2.py:1026,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0070-C01,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,70,1,6ff7531a6af6a6cacaa6a13de23538c059fd7cf81dd156244dab6bb80fd15dae,[OMITTED_FROM_PUBLIC_REPOSITORY],CONTEXT_INCLUDED_FOR_COMPLETENESS,0,[OMITTED_FROM_PUBLIC_REPOSITORY],"Claims remain within the registered relative, non-causal evidence boundary.",assemble-claims,formal_v2/formal_claims.py:64,artifacts/v2_0_claim_evidence_contract.json:62,formal_v2/tests/test_formal_v2.py:1026,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0070-C02,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,70,2,2f2e5f30b3eb1d07c4bd6995bf2470ba8df9098e1056adf7d06034df7b745036,[OMITTED_FROM_PUBLIC_REPOSITORY],CONTEXT_INCLUDED_FOR_COMPLETENESS,0,[OMITTED_FROM_PUBLIC_REPOSITORY],"Claims remain within the registered relative, non-causal evidence boundary.",assemble-claims,formal_v2/formal_claims.py:64,artifacts/v2_0_claim_evidence_contract.json:62,formal_v2/tests/test_formal_v2.py:1026,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0070-C03,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,70,3,da6898cce77b833f846326f90f30610a8f2a45fc58d6429fd2a20d143d642117,[OMITTED_FROM_PUBLIC_REPOSITORY],CONTEXT_INCLUDED_FOR_COMPLETENESS,0,[OMITTED_FROM_PUBLIC_REPOSITORY],"Claims remain within the registered relative, non-causal evidence boundary.",assemble-claims,formal_v2/formal_claims.py:64,artifacts/v2_0_claim_evidence_contract.json:62,formal_v2/tests/test_formal_v2.py:1026,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0070-C04,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,70,4,d326645abadbfec5df2f7d79c375b4b613ba7d25f90e4e2a629eb401a0f32e00,[OMITTED_FROM_PUBLIC_REPOSITORY],TERM:必须,0,[OMITTED_FROM_PUBLIC_REPOSITORY],"Claims remain within the registered relative, non-causal evidence boundary.",assemble-claims,formal_v2/formal_claims.py:64,artifacts/v2_0_claim_evidence_contract.json:62,formal_v2/tests/test_formal_v2.py:1026,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0072-C01,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,72,1,2a5d8d95e3cad1eafd73ec8bb19e4b68d4a43d29b716728611a803a950fc61bf,[OMITTED_FROM_PUBLIC_REPOSITORY],TERM:不能,0,[OMITTED_FROM_PUBLIC_REPOSITORY],"Claims remain within the registered relative, non-causal evidence boundary.",assemble-claims,formal_v2/formal_claims.py:64,artifacts/v2_0_claim_evidence_contract.json:62,formal_v2/tests/test_formal_v2.py:1026,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0072-C02,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,72,2,80d9bea453875f49094566bdcad95a1a5d10bfdcd101ddd8bd86bb8676dac4f8,[OMITTED_FROM_PUBLIC_REPOSITORY],TERM:只能,0,[OMITTED_FROM_PUBLIC_REPOSITORY],"Claims remain within the registered relative, non-causal evidence boundary.",assemble-claims,formal_v2/formal_claims.py:64,artifacts/v2_0_claim_evidence_contract.json:62,formal_v2/tests/test_formal_v2.py:1026,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0074-C01,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,74,1,db0300d58c9e90c050b8685be6fce01d0a9995f61668fce259dbea8f0194f9ad,[OMITTED_FROM_PUBLIC_REPOSITORY],HEADING_INCLUDED_FOR_COMPLETENESS,0,[OMITTED_FROM_PUBLIC_REPOSITORY],"Claims remain within the registered relative, non-causal evidence boundary.",assemble-claims,formal_v2/formal_claims.py:64,artifacts/v2_0_claim_evidence_contract.json:62,formal_v2/tests/test_formal_v2.py:1026,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0076-C01,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,76,1,7a688306423bec17ca6b53aca56e5c4f2b432380ce4b681ad9c1995445fb48a0,[OMITTED_FROM_PUBLIC_REPOSITORY],CONTEXT_INCLUDED_FOR_COMPLETENESS,0,[OMITTED_FROM_PUBLIC_REPOSITORY],"Claims remain within the registered relative, non-causal evidence boundary.",assemble-claims,formal_v2/formal_claims.py:64,artifacts/v2_0_claim_evidence_contract.json:62,formal_v2/tests/test_formal_v2.py:1026,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0076-C02,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,76,2,9b7f64968773943dc100e0f0ea30e9f5c465460b6e768b155ac6511dd9a45c51,[OMITTED_FROM_PUBLIC_REPOSITORY],CONTEXT_INCLUDED_FOR_COMPLETENESS,0,[OMITTED_FROM_PUBLIC_REPOSITORY],"Claims remain within the registered relative, non-causal evidence boundary.",assemble-claims,formal_v2/formal_claims.py:64,artifacts/v2_0_claim_evidence_contract.json:62,formal_v2/tests/test_formal_v2.py:1026,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0076-C03,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,76,3,1b919bb47883c5cf41210023ddd2d64744fbb1fc6a37353f773eb26443b705ce,[OMITTED_FROM_PUBLIC_REPOSITORY],CONTEXT_INCLUDED_FOR_COMPLETENESS,0,[OMITTED_FROM_PUBLIC_REPOSITORY],"Claims remain within the registered relative, non-causal evidence boundary.",assemble-claims,formal_v2/formal_claims.py:64,artifacts/v2_0_claim_evidence_contract.json:62,formal_v2/tests/test_formal_v2.py:1026,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0078-C01,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,78,1,d9951cadd1b83c761259ff8164e8f324b5119c681bf6f2fb794b81eb30b9a836,[OMITTED_FROM_PUBLIC_REPOSITORY],CONTEXT_INCLUDED_FOR_COMPLETENESS,0,[OMITTED_FROM_PUBLIC_REPOSITORY],"Claims remain within the registered relative, non-causal evidence boundary.",assemble-claims,formal_v2/formal_claims.py:64,artifacts/v2_0_claim_evidence_contract.json:62,formal_v2/tests/test_formal_v2.py:1026,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0078-C02,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,78,2,2da827dae74d590fe9a1675f30d798fff1750ede9c1e75d0cdeeb688b52acfc7,[OMITTED_FROM_PUBLIC_REPOSITORY],CONTEXT_INCLUDED_FOR_COMPLETENESS,0,[OMITTED_FROM_PUBLIC_REPOSITORY],"Claims remain within the registered relative, non-causal evidence boundary.",assemble-claims,formal_v2/formal_claims.py:64,artifacts/v2_0_claim_evidence_contract.json:62,formal_v2/tests/test_formal_v2.py:1026,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0078-C03,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,78,3,cead9327a1a0ab889db6b616d57c54f6de30c7742711bff51317dbe5a5d4bbe7,[OMITTED_FROM_PUBLIC_REPOSITORY],CONTEXT_INCLUDED_FOR_COMPLETENESS,0,[OMITTED_FROM_PUBLIC_REPOSITORY],"Claims remain within the registered relative, non-causal evidence boundary.",assemble-claims,formal_v2/formal_claims.py:64,artifacts/v2_0_claim_evidence_contract.json:62,formal_v2/tests/test_formal_v2.py:1026,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0079-C01,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,79,1,5c3976eb514b6dd62258313274654e3b154ee366c0039d576b95d2e33ecaf904,[OMITTED_FROM_PUBLIC_REPOSITORY],CONTEXT_INCLUDED_FOR_COMPLETENESS,0,[OMITTED_FROM_PUBLIC_REPOSITORY],"Claims remain within the registered relative, non-causal evidence boundary.",assemble-claims,formal_v2/formal_claims.py:64,artifacts/v2_0_claim_evidence_contract.json:62,formal_v2/tests/test_formal_v2.py:1026,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
ZR-L0079-C02,reader,e6d19a65325b688b75472d9814dc9bae26b1d36e08db68cefedc1918696a635b,79,2,a8dc636e612f15765e591a743be2306b1367e6a686121190ac259abac0ca0ead,[OMITTED_FROM_PUBLIC_REPOSITORY],CONTEXT_INCLUDED_FOR_COMPLETENESS,0,[OMITTED_FROM_PUBLIC_REPOSITORY],"Claims remain within the registered relative, non-causal evidence boundary.",assemble-claims,formal_v2/formal_claims.py:64,artifacts/v2_0_claim_evidence_contract.json:62,formal_v2/tests/test_formal_v2.py:1026,"full unittest, CLI, schema, package, and clean-extraction validation record; non-fixture evidence remains separate",paper_v2/main.tex,PARTIAL/PROXY,CODE_REQUIRED,"The current anchor is section-level and cannot establish atomic EXACT status; add a clause-specific implementation, configuration, regression, and dynamic-evidence mapping."
