scene_id,bank_id,base_map_cluster_id,canonical_base_map_digest,regenerated_canonical_base_map_digest,observation_noise_binding_sha256,regenerated_observation_noise_binding_sha256,role,maps_match,canonical_foundation_identity_match,csi_clean_match,csi_repeat_match,observation_noise_seed_binding_match,free_space_match,phase_reference_ids_match,phase_reference_values_match,phase_reference_source_sha256_match,noop_maps_match,path_ids_match,path_power_match,path_surface_ids_match,noop_path_ids_match,noop_path_power_match,noop_path_surface_ids_match,passed,artifact_label,dataset_sha256,config_sha256,fixture,scientific_use,source_tree_sha256,requirements_lock_sha256,runtime_provenance_sha256
osm-sionna-source-chicago-bank-05,osm-sionna-source-chicago-bank-05,osm-foundation-source-chicago-05,8d010a2209a60c6580837d17ebc268f04b9635a5433697fbcf99e6ef463479d0,8d010a2209a60c6580837d17ebc268f04b9635a5433697fbcf99e6ef463479d0,72b2af1b6864873bc5f2e2438d678500d2b172024a5bf4a9159aba9040052d76,72b2af1b6864873bc5f2e2438d678500d2b172024a5bf4a9159aba9040052d76,source_calibration_selection,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,csi-pairs-formal-v2.1-v6,e89034302d6c4a64c838c244a60ad7c42b081e760ef2c9fc548440b0d5458d2e,50a0515956027ee8241f0c9b806f669f65dbe28c11e1274cfb94b486c862f91c,False,CANDIDATE_NOT_CLAIM,338f6164f6c464982ea408f61eff2b21b4aa7da5c366a4237da405a45e9f55e0,f372fcd1988e712a47f01e6018289c0bc076f14b1f2d3ab1231f82b9a19b89c8,446154f660c945f9c9e5d2cba50602fc2e91de5cec9a700d712e38a6b0fb6863
osm-sionna-source-austin-bank-05,osm-sionna-source-austin-bank-05,osm-foundation-source-austin-05,1b07fd089bea0d5d3e8c6e57bda9df59f0b8dda02e8370919bb57b48f07f7be1,1b07fd089bea0d5d3e8c6e57bda9df59f0b8dda02e8370919bb57b48f07f7be1,b3f8e08fa2af5c2d04c61c392daf4b6707cc140b4cbe856fd2b69399de2df0f6,b3f8e08fa2af5c2d04c61c392daf4b6707cc140b4cbe856fd2b69399de2df0f6,source_calibration_selection,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,csi-pairs-formal-v2.1-v6,e89034302d6c4a64c838c244a60ad7c42b081e760ef2c9fc548440b0d5458d2e,50a0515956027ee8241f0c9b806f669f65dbe28c11e1274cfb94b486c862f91c,False,CANDIDATE_NOT_CLAIM,338f6164f6c464982ea408f61eff2b21b4aa7da5c366a4237da405a45e9f55e0,f372fcd1988e712a47f01e6018289c0bc076f14b1f2d3ab1231f82b9a19b89c8,446154f660c945f9c9e5d2cba50602fc2e91de5cec9a700d712e38a6b0fb6863
osm-sionna-source-chicago-bank-06,osm-sionna-source-chicago-bank-06,osm-foundation-source-chicago-06,5801f59243e5e326ea4ac704bb729871c9156fd7ab03fb9f6ab6f45282ff2326,5801f59243e5e326ea4ac704bb729871c9156fd7ab03fb9f6ab6f45282ff2326,e328590c5e68ce3dd38f44179a5a5a2e5ea54dfdbd45838d15bbeec5ed631cd1,e328590c5e68ce3dd38f44179a5a5a2e5ea54dfdbd45838d15bbeec5ed631cd1,source_final_unseen_bank,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,csi-pairs-formal-v2.1-v6,e89034302d6c4a64c838c244a60ad7c42b081e760ef2c9fc548440b0d5458d2e,50a0515956027ee8241f0c9b806f669f65dbe28c11e1274cfb94b486c862f91c,False,CANDIDATE_NOT_CLAIM,338f6164f6c464982ea408f61eff2b21b4aa7da5c366a4237da405a45e9f55e0,f372fcd1988e712a47f01e6018289c0bc076f14b1f2d3ab1231f82b9a19b89c8,446154f660c945f9c9e5d2cba50602fc2e91de5cec9a700d712e38a6b0fb6863
osm-sionna-source-austin-bank-06,osm-sionna-source-austin-bank-06,osm-foundation-source-austin-06,f5da7fa7c9cd96c1e4446eee544872ceeb41d437e08558c2ddada10ac75f7a21,f5da7fa7c9cd96c1e4446eee544872ceeb41d437e08558c2ddada10ac75f7a21,f59399ac0fa989e2cc4c35539405b939c0f2ed381d92e4041e32c2960f420e19,f59399ac0fa989e2cc4c35539405b939c0f2ed381d92e4041e32c2960f420e19,source_final_unseen_bank,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,csi-pairs-formal-v2.1-v6,e89034302d6c4a64c838c244a60ad7c42b081e760ef2c9fc548440b0d5458d2e,50a0515956027ee8241f0c9b806f669f65dbe28c11e1274cfb94b486c862f91c,False,CANDIDATE_NOT_CLAIM,338f6164f6c464982ea408f61eff2b21b4aa7da5c366a4237da405a45e9f55e0,f372fcd1988e712a47f01e6018289c0bc076f14b1f2d3ab1231f82b9a19b89c8,446154f660c945f9c9e5d2cba50602fc2e91de5cec9a700d712e38a6b0fb6863
osm-sionna-target-seattle-bank-00,osm-sionna-target-seattle-bank-00,osm-foundation-target-seattle-00,709b2215d4272dbdcd17039745d81069c22bb655c8a2d2973df22ed299e2d924,709b2215d4272dbdcd17039745d81069c22bb655c8a2d2973df22ed299e2d924,9a44e2959c5d25abe150c79ee52751dd0dc86df292850865d814643b332a9e9a,9a44e2959c5d25abe150c79ee52751dd0dc86df292850865d814643b332a9e9a,target,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,csi-pairs-formal-v2.1-v6,e89034302d6c4a64c838c244a60ad7c42b081e760ef2c9fc548440b0d5458d2e,50a0515956027ee8241f0c9b806f669f65dbe28c11e1274cfb94b486c862f91c,False,CANDIDATE_NOT_CLAIM,338f6164f6c464982ea408f61eff2b21b4aa7da5c366a4237da405a45e9f55e0,f372fcd1988e712a47f01e6018289c0bc076f14b1f2d3ab1231f82b9a19b89c8,446154f660c945f9c9e5d2cba50602fc2e91de5cec9a700d712e38a6b0fb6863
osm-sionna-target-seattle-bank-01,osm-sionna-target-seattle-bank-01,osm-foundation-target-seattle-01,58556d9fbe3a82248fd13adb293205c9a60fc36e2d673ca49b7b729b04b96cfb,58556d9fbe3a82248fd13adb293205c9a60fc36e2d673ca49b7b729b04b96cfb,ff6424aeda8167784fcba4efa6ea1b3df17ef3493b94736042faf414eab09e51,ff6424aeda8167784fcba4efa6ea1b3df17ef3493b94736042faf414eab09e51,target,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,csi-pairs-formal-v2.1-v6,e89034302d6c4a64c838c244a60ad7c42b081e760ef2c9fc548440b0d5458d2e,50a0515956027ee8241f0c9b806f669f65dbe28c11e1274cfb94b486c862f91c,False,CANDIDATE_NOT_CLAIM,338f6164f6c464982ea408f61eff2b21b4aa7da5c366a4237da405a45e9f55e0,f372fcd1988e712a47f01e6018289c0bc076f14b1f2d3ab1231f82b9a19b89c8,446154f660c945f9c9e5d2cba50602fc2e91de5cec9a700d712e38a6b0fb6863
osm-sionna-target-seattle-bank-02,osm-sionna-target-seattle-bank-02,osm-foundation-target-seattle-02,b4b076af73fe3707cf7fbce636b3245f5d4c045a72c8cc0cfe775fb135c03997,b4b076af73fe3707cf7fbce636b3245f5d4c045a72c8cc0cfe775fb135c03997,86e53961d8abd307b57ed0f6ac2bcf26317e5e3572cd1c43ad0a58e4e84d7a30,86e53961d8abd307b57ed0f6ac2bcf26317e5e3572cd1c43ad0a58e4e84d7a30,target,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,csi-pairs-formal-v2.1-v6,e89034302d6c4a64c838c244a60ad7c42b081e760ef2c9fc548440b0d5458d2e,50a0515956027ee8241f0c9b806f669f65dbe28c11e1274cfb94b486c862f91c,False,CANDIDATE_NOT_CLAIM,338f6164f6c464982ea408f61eff2b21b4aa7da5c366a4237da405a45e9f55e0,f372fcd1988e712a47f01e6018289c0bc076f14b1f2d3ab1231f82b9a19b89c8,446154f660c945f9c9e5d2cba50602fc2e91de5cec9a700d712e38a6b0fb6863
osm-sionna-target-seattle-bank-03,osm-sionna-target-seattle-bank-03,osm-foundation-target-seattle-03,e09ae2349da837ccc11c3741285bd94978434fc5fb33b2f67030df3e13bf8832,e09ae2349da837ccc11c3741285bd94978434fc5fb33b2f67030df3e13bf8832,4f2c53474c62029ea9ca4ab2c473980e0af89b43efbed30cde4275e6dbddfdeb,4f2c53474c62029ea9ca4ab2c473980e0af89b43efbed30cde4275e6dbddfdeb,target,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,csi-pairs-formal-v2.1-v6,e89034302d6c4a64c838c244a60ad7c42b081e760ef2c9fc548440b0d5458d2e,50a0515956027ee8241f0c9b806f669f65dbe28c11e1274cfb94b486c862f91c,False,CANDIDATE_NOT_CLAIM,338f6164f6c464982ea408f61eff2b21b4aa7da5c366a4237da405a45e9f55e0,f372fcd1988e712a47f01e6018289c0bc076f14b1f2d3ab1231f82b9a19b89c8,446154f660c945f9c9e5d2cba50602fc2e91de5cec9a700d712e38a6b0fb6863
osm-sionna-target-seattle-bank-04,osm-sionna-target-seattle-bank-04,osm-foundation-target-seattle-04,2e30c44b6dee00a6e1bc77c7de8afe83747b8c619b75cff994e6eb40f3cf747f,2e30c44b6dee00a6e1bc77c7de8afe83747b8c619b75cff994e6eb40f3cf747f,1e75a0795c98dff81e4ac381f1a6e9ab581514ad3f9bb3f6e5135bb2e7747ce7,1e75a0795c98dff81e4ac381f1a6e9ab581514ad3f9bb3f6e5135bb2e7747ce7,target,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,csi-pairs-formal-v2.1-v6,e89034302d6c4a64c838c244a60ad7c42b081e760ef2c9fc548440b0d5458d2e,50a0515956027ee8241f0c9b806f669f65dbe28c11e1274cfb94b486c862f91c,False,CANDIDATE_NOT_CLAIM,338f6164f6c464982ea408f61eff2b21b4aa7da5c366a4237da405a45e9f55e0,f372fcd1988e712a47f01e6018289c0bc076f14b1f2d3ab1231f82b9a19b89c8,446154f660c945f9c9e5d2cba50602fc2e91de5cec9a700d712e38a6b0fb6863
osm-sionna-target-seattle-bank-05,osm-sionna-target-seattle-bank-05,osm-foundation-target-seattle-05,ff74bd5bfa4f14ebd53e1337920e55879088660b13e57c9b537b316c57e5a211,ff74bd5bfa4f14ebd53e1337920e55879088660b13e57c9b537b316c57e5a211,660314cc7c6350ef001e62ee1a33c4baa7f60abc0882f3ad353ad916b682f31b,660314cc7c6350ef001e62ee1a33c4baa7f60abc0882f3ad353ad916b682f31b,target,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,csi-pairs-formal-v2.1-v6,e89034302d6c4a64c838c244a60ad7c42b081e760ef2c9fc548440b0d5458d2e,50a0515956027ee8241f0c9b806f669f65dbe28c11e1274cfb94b486c862f91c,False,CANDIDATE_NOT_CLAIM,338f6164f6c464982ea408f61eff2b21b4aa7da5c366a4237da405a45e9f55e0,f372fcd1988e712a47f01e6018289c0bc076f14b1f2d3ab1231f82b9a19b89c8,446154f660c945f9c9e5d2cba50602fc2e91de5cec9a700d712e38a6b0fb6863
osm-sionna-target-seattle-bank-06,osm-sionna-target-seattle-bank-06,osm-foundation-target-seattle-06,a1e143612cccf50b8b2602b452461f400b6237f7e569e139089532f88787db64,a1e143612cccf50b8b2602b452461f400b6237f7e569e139089532f88787db64,f42286b58dda5e35239d80724aeba955b33d73b8ee4c4e538797258aeb4f85a5,f42286b58dda5e35239d80724aeba955b33d73b8ee4c4e538797258aeb4f85a5,target,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,csi-pairs-formal-v2.1-v6,e89034302d6c4a64c838c244a60ad7c42b081e760ef2c9fc548440b0d5458d2e,50a0515956027ee8241f0c9b806f669f65dbe28c11e1274cfb94b486c862f91c,False,CANDIDATE_NOT_CLAIM,338f6164f6c464982ea408f61eff2b21b4aa7da5c366a4237da405a45e9f55e0,f372fcd1988e712a47f01e6018289c0bc076f14b1f2d3ab1231f82b9a19b89c8,446154f660c945f9c9e5d2cba50602fc2e91de5cec9a700d712e38a6b0fb6863
osm-sionna-target-seattle-bank-07,osm-sionna-target-seattle-bank-07,osm-foundation-target-seattle-07,ed43b44121ed27a356bc8106a6b45244112b25a45b7bb60d0d994df65395340a,ed43b44121ed27a356bc8106a6b45244112b25a45b7bb60d0d994df65395340a,b958eb8593b7857bb2ccce25a6a992d5c49a4c03f0368f5752378eefe8df5e26,b958eb8593b7857bb2ccce25a6a992d5c49a4c03f0368f5752378eefe8df5e26,target,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,csi-pairs-formal-v2.1-v6,e89034302d6c4a64c838c244a60ad7c42b081e760ef2c9fc548440b0d5458d2e,50a0515956027ee8241f0c9b806f669f65dbe28c11e1274cfb94b486c862f91c,False,CANDIDATE_NOT_CLAIM,338f6164f6c464982ea408f61eff2b21b4aa7da5c366a4237da405a45e9f55e0,f372fcd1988e712a47f01e6018289c0bc076f14b1f2d3ab1231f82b9a19b89c8,446154f660c945f9c9e5d2cba50602fc2e91de5cec9a700d712e38a6b0fb6863
osm-sionna-target-boston-bank-00,osm-sionna-target-boston-bank-00,osm-foundation-target-boston-00,fd69946740366fe6540d9b89f5475eb8bfcf2165c8004aaf322260b6bfe301d2,fd69946740366fe6540d9b89f5475eb8bfcf2165c8004aaf322260b6bfe301d2,7115a56b291a2734ad2e857556b172d1ddd57fc4861611183e5d125b2437641b,7115a56b291a2734ad2e857556b172d1ddd57fc4861611183e5d125b2437641b,target,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,csi-pairs-formal-v2.1-v6,e89034302d6c4a64c838c244a60ad7c42b081e760ef2c9fc548440b0d5458d2e,50a0515956027ee8241f0c9b806f669f65dbe28c11e1274cfb94b486c862f91c,False,CANDIDATE_NOT_CLAIM,338f6164f6c464982ea408f61eff2b21b4aa7da5c366a4237da405a45e9f55e0,f372fcd1988e712a47f01e6018289c0bc076f14b1f2d3ab1231f82b9a19b89c8,446154f660c945f9c9e5d2cba50602fc2e91de5cec9a700d712e38a6b0fb6863
osm-sionna-target-boston-bank-01,osm-sionna-target-boston-bank-01,osm-foundation-target-boston-01,74b69616f3cb3e6a39d012f9500b6b5726d2113035eef80f457b8289aecbc894,74b69616f3cb3e6a39d012f9500b6b5726d2113035eef80f457b8289aecbc894,8272652bc3493f39ac3585973ade58ca73d41293b09fc748f65824abb264cdd0,8272652bc3493f39ac3585973ade58ca73d41293b09fc748f65824abb264cdd0,target,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,csi-pairs-formal-v2.1-v6,e89034302d6c4a64c838c244a60ad7c42b081e760ef2c9fc548440b0d5458d2e,50a0515956027ee8241f0c9b806f669f65dbe28c11e1274cfb94b486c862f91c,False,CANDIDATE_NOT_CLAIM,338f6164f6c464982ea408f61eff2b21b4aa7da5c366a4237da405a45e9f55e0,f372fcd1988e712a47f01e6018289c0bc076f14b1f2d3ab1231f82b9a19b89c8,446154f660c945f9c9e5d2cba50602fc2e91de5cec9a700d712e38a6b0fb6863
osm-sionna-target-boston-bank-02,osm-sionna-target-boston-bank-02,osm-foundation-target-boston-02,08f55507d8292e515a01fe1e76980e2f469605b768dbe99e39ad59aa6158a93d,08f55507d8292e515a01fe1e76980e2f469605b768dbe99e39ad59aa6158a93d,efaac30f3528949c8c5082d96395a84555b2860473fc2289ba2854e848d44854,efaac30f3528949c8c5082d96395a84555b2860473fc2289ba2854e848d44854,target,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,csi-pairs-formal-v2.1-v6,e89034302d6c4a64c838c244a60ad7c42b081e760ef2c9fc548440b0d5458d2e,50a0515956027ee8241f0c9b806f669f65dbe28c11e1274cfb94b486c862f91c,False,CANDIDATE_NOT_CLAIM,338f6164f6c464982ea408f61eff2b21b4aa7da5c366a4237da405a45e9f55e0,f372fcd1988e712a47f01e6018289c0bc076f14b1f2d3ab1231f82b9a19b89c8,446154f660c945f9c9e5d2cba50602fc2e91de5cec9a700d712e38a6b0fb6863
osm-sionna-target-boston-bank-03,osm-sionna-target-boston-bank-03,osm-foundation-target-boston-03,11bfa5704a49613b4c107375a8289336904031ef2b649b16ba39a6fec3463928,11bfa5704a49613b4c107375a8289336904031ef2b649b16ba39a6fec3463928,f0bb7e7b7867d6ac3c3d0556ac80b48d5866a9a351fcce499cdc238d0b8ec67f,f0bb7e7b7867d6ac3c3d0556ac80b48d5866a9a351fcce499cdc238d0b8ec67f,target,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,csi-pairs-formal-v2.1-v6,e89034302d6c4a64c838c244a60ad7c42b081e760ef2c9fc548440b0d5458d2e,50a0515956027ee8241f0c9b806f669f65dbe28c11e1274cfb94b486c862f91c,False,CANDIDATE_NOT_CLAIM,338f6164f6c464982ea408f61eff2b21b4aa7da5c366a4237da405a45e9f55e0,f372fcd1988e712a47f01e6018289c0bc076f14b1f2d3ab1231f82b9a19b89c8,446154f660c945f9c9e5d2cba50602fc2e91de5cec9a700d712e38a6b0fb6863
